TRANSACTION_NBR,EMPLID,EMPL_RCD,BGN_DT,PIN_TAKE_NUM,END_DT,SEQNUM,OPRID,EMPLID_CURR_APPR,ACTION_DT,HR_WF_ACTION,HGA_APPR_PRCS
757,KU0039,0,4/22/2014,2343,4/25/2014,2,RCHANNING,KU0046,6/2/2014,APV,REQ
753,KU0020,0,5/13/2014,2342,5/16/2014,2,RCHANNING,KU0046,6/2/2014,APV,REQ
761,KU0044,0,5/13/2014,2343,5/16/2014,2,RCHANNING,KU0046,6/2/2014,APV,REQ
762,KU0044,0,6/11/2014,2343,6/12/2014,2,RCHANNING,KU0046,6/2/2014,APV,REQ
781,KU0134,0,7/7/2014,2343,7/8/2014,1,DMICHELSON,KU0134,6/2/2014,SUB,REQ
781,KU0134,0,7/7/2014,2343,7/8/2014,2,CSTEVENSON,KU0020,6/2/2014,APV,REQ
779,KU0044,0,8/1/2014,2343,8/5/2014,2,RCHANNING,KU0046,6/2/2014,APV,REQ
777,KU0039,0,8/30/2014,2343,9/1/2014,2,RCHANNING,KU0046,6/2/2014,APV,REQ
771,KU0076,0,9/1/2014,2343,9/1/2014,2,RCHANNING,KU0046,6/2/2014,APV,REQ
753,KU0020,0,5/13/2014,2342,5/16/2014,3,SAMPLE,KU0007,6/2/2014,APV,REQ
786,KU0145,0,8/29/2014,2343,8/29/2014,1,SAMPLE,KU0007,6/2/2014,SAV,REQ
787,KU0146,0,8/29/2014,2392,8/29/2014,1,SAMPLE,KU0007,6/2/2014,SAV,REQ
788,KU0147,0,8/29/2014,2392,8/29/2014,1,SAMPLE,KU0007,6/2/2014,SAV,REQ
650,KNG008,0,4/14/2014,161050,4/14/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
651,KNG008,0,6/23/2014,161050,6/24/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
652,KNG008,0,9/3/2014,161050,9/3/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
653,KNG008,0,9/5/2014,161050,9/19/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
655,KNG007,0,3/31/2014,161029,3/31/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
655,KNG007,0,3/31/2014,161029,3/31/2014,2,SAMPLE,KU0007,5/29/2014,SAV,REQ
656,KNG007,0,3/26/2014,161053,3/28/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
657,KU0016,0,1/2/2014,2392,1/7/2014,1,JSTRUNSKY,KU0016,5/30/2014,SUB,REQ
666,KU0079,0,5/12/2014,2392,5/14/2014,1,RPARKER,KU0079,5/30/2014,SUB,REQ
667,KU0131,0,2/5/2014,2392,2/11/2014,1,JPATTERSON,KU0131,5/30/2014,SUB,REQ
670,KU0132,0,3/10/2014,2343,3/12/2014,1,MKNIGHT,KU0132,5/30/2014,SUB,REQ
678,KU0136,0,5/12/2014,2343,5/13/2014,1,JMICHAELS,KU0136,5/30/2014,SUB,REQ
568,K0W239,0,1/6/2014,2392,1/13/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
571,K0W203,0,2/28/2014,2343,2/28/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
572,K0W206,0,2/3/2014,2392,2/5/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
575,K0W235,0,2/3/2014,2343,2/7/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
576,K0W238,0,2/10/2014,2392,2/17/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
583,K0W207,0,1/6/2014,2392,1/13/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
590,K0W201,0,4/14/2014,2392,4/15/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
603,K0W205,0,5/12/2014,2392,5/19/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
609,K0W239,0,5/5/2014,2392,5/14/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
618,K0W204,0,9/15/2014,2343,9/16/2014,1,HAM_K0W204,K0W204,5/29/2014,SUB,REQ
619,K0W206,0,7/14/2014,2343,7/15/2014,1,HAM_K0W206,K0W206,5/29/2014,SUB,REQ
621,K0W206,0,9/29/2014,2343,9/29/2014,1,HAM_K0W206,K0W206,5/29/2014,SUB,REQ
631,K0W236,0,7/7/2014,2343,7/9/2014,1,HAM_K0W236,K0W236,5/29/2014,SUB,REQ
632,K0W236,0,8/18/2014,2392,8/22/2014,1,HAM_K0W236,K0W236,5/29/2014,SUB,REQ
614,K0W202,0,7/8/2014,2343,7/9/2014,2,HAM_K0W201,K0W201,5/29/2014,DNY,REQ
616,K0W204,0,7/7/2014,2343,7/7/2014,2,HAM_K0W201,K0W201,5/29/2014,APV,REQ
631,K0W236,0,7/7/2014,2343,7/9/2014,2,HAM_K0W231,K0W231,5/29/2014,APV,REQ
619,K0W206,0,7/14/2014,2343,7/15/2014,2,HAM_K0W201,K0W201,5/29/2014,APV,REQ
630,K0W235,0,9/15/2014,2342,9/19/2014,2,HAM_K0W231,K0W231,5/29/2014,APV,REQ
633,K0W236,0,9/15/2014,2344,9/16/2014,2,HAM_K0W231,K0W231,5/29/2014,APV,REQ
635,KNG001,0,2/12/2014,161022,2/12/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
636,KNG001,0,8/18/2014,161022,8/29/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
637,KNG001,0,4/28/2014,161022,5/9/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
638,KNG001,0,3/13/2014,161050,3/14/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
643,KNG003,0,4/16/2014,161050,4/22/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
536,KNG003,0,7/1/2013,161022,7/19/2013,2,SAMPLE,KU0007,5/29/2014,SAV,REQ
537,KNG003,0,12/20/2013,161022,1/3/2014,2,SAMPLE,KU0007,5/29/2014,SAV,REQ
648,KNG004,0,7/28/2014,161022,8/8/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
661,KU0079,0,12/30/2013,2392,1/3/2014,1,RPARKER,KU0079,5/30/2014,SUB,REQ
662,KU0079,0,2/3/2014,2343,2/3/2014,1,RPARKER,KU0079,5/30/2014,SUB,REQ
663,KU0079,0,2/24/2014,2343,2/24/2014,1,RPARKER,KU0079,5/30/2014,SUB,REQ
664,KU0079,0,3/10/2014,2343,3/11/2014,1,RPARKER,KU0079,5/30/2014,SUB,REQ
668,KU0131,0,4/14/2014,2392,4/16/2014,1,JPATTERSON,KU0131,5/30/2014,SUB,REQ
669,KU0131,0,5/15/2014,2343,5/15/2014,1,JPATTERSON,KU0131,5/30/2014,SUB,REQ
679,KU0136,0,6/24/2014,2392,7/2/2014,1,JMICHAELS,KU0136,5/30/2014,SUB,REQ
683,KU0137,0,6/16/2014,2343,6/17/2014,1,JLIVINGSTONE,KU0137,5/30/2014,SUB,REQ
684,KU0145,0,4/7/2014,2392,4/15/2014,1,JBACKUS,KU0145,5/30/2014,SUB,REQ
685,KU0145,0,6/24/2014,2343,6/26/2014,1,JBACKUS,KU0145,5/30/2014,SUB,REQ
687,KU0146,0,5/19/2014,2343,5/20/2014,1,MBAKER,KU0146,5/30/2014,SUB,REQ
689,KU0147,0,2/18/2014,2392,2/19/2014,1,KBALINGER,KU0147,5/30/2014,SUB,REQ
692,KU0148,1,3/11/2014,2392,3/18/2014,1,MCALDWELL,KU0148,5/30/2014,SUB,REQ
693,KU0148,0,6/23/2014,2343,6/25/2014,1,MCALDWELL,KU0148,5/30/2014,SUB,REQ
695,KU0149,0,1/27/2014,2392,1/28/2014,1,CCALDER,KU0149,5/30/2014,SUB,REQ
696,KU0149,0,2/3/2014,2343,2/5/2014,1,CCALDER,KU0149,5/30/2014,SUB,REQ
699,KU0149,0,6/16/2014,2392,6/19/2014,1,CCALDER,KU0149,5/30/2014,SUB,REQ
700,KU0132,0,1/6/2014,2344,1/7/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
701,KU0137,0,1/28/2014,2344,1/28/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
665,KU0079,0,3/24/2014,2343,3/24/2014,2,CSTEVENSON,KU0020,5/30/2014,DNY,REQ
672,KU0132,0,5/13/2014,2392,5/20/2014,2,CSTEVENSON,KU0020,5/30/2014,DNY,REQ
698,KU0149,0,4/14/2014,2392,4/17/2014,2,CSTEVENSON,KU0020,5/30/2014,PSH,REQ
661,KU0079,0,12/30/2013,2392,1/3/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
677,KU0136,0,12/30/2013,2392,1/6/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
686,KU0146,0,1/6/2014,2343,1/7/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
695,KU0149,0,1/27/2014,2392,1/28/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
691,KU0148,0,2/3/2014,2343,2/5/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
667,KU0131,0,2/5/2014,2392,2/11/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
700,KU0132,0,1/6/2014,2344,1/7/2014,2,SAMPLE,KU0007,5/30/2014,SAV,REQ
680,KU0137,0,2/10/2014,2343,2/12/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
689,KU0147,0,2/18/2014,2392,2/19/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
692,KU0148,1,3/11/2014,2392,3/18/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
663,KU0079,0,2/24/2014,2343,2/24/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
664,KU0079,0,3/10/2014,2343,3/11/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
704,KU0130,0,2/17/2014,2392,2/19/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
705,KU0146,0,3/24/2014,2439,3/28/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
671,KU0132,0,4/7/2014,2392,4/15/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
666,KU0079,0,5/12/2014,2392,5/14/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
669,KU0131,0,5/15/2014,2343,5/15/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
707,KU0147,0,5/27/2014,2344,5/27/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
708,KU0130,0,5/19/2014,2439,6/3/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
673,KU0132,0,6/9/2014,2343,6/11/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
668,KU0131,0,4/14/2014,2392,4/16/2014,3,SAMPLE,KU0007,5/30/2014,SAV,REQ
685,KU0145,0,6/24/2014,2343,6/26/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
711,KU0059,0,12/23/2014,2392,12/24/2014,1,VZINN,KU0059,5/30/2014,SAV,REQ
660,KU0016,0,6/11/2014,2342,6/17/2014,3,RCHANNING,KU0046,5/30/2014,APV,REQ
718,K0G003,0,6/1/2014,2392,6/10/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
719,K0G003,0,7/15/2014,2343,7/16/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
726,K0G007,0,6/1/2014,2392,6/14/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
727,K0G007,0,7/22/2014,2343,7/23/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
731,K0G010,0,8/22/2014,2343,8/23/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
730,K0G010,0,6/1/2014,2392,6/10/2014,2,SAMPLE,KU0007,5/30/2014,SAV,REQ
731,K0G010,0,8/22/2014,2343,8/23/2014,2,SAMPLE,KU0007,5/30/2014,SAV,REQ
719,K0G003,0,7/15/2014,2343,7/16/2014,2,SAMPLE,KU0007,5/30/2014,SAV,REQ
718,K0G003,0,6/1/2014,2392,6/10/2014,2,SAMPLE,KU0007,5/30/2014,SAV,REQ
729,K0G008,0,6/22/2014,2343,6/23/2014,2,SAMPLE,KU0007,5/30/2014,SAV,REQ
733,KY0002,0,1/14/2013,70131,1/23/2013,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
739,KU0133,0,10/31/2014,2392,10/31/2014,1,HDUBAS,KU0133,6/1/2014,SUB,REQ
740,KU0148,0,12/22/2014,2392,12/23/2014,1,MCALDWELL,KU0148,6/1/2014,SUB,REQ
744,KU0147,0,7/1/2014,2343,7/1/2014,1,SAMPLE,KU0007,6/1/2014,SAV,REQ
745,KU0147,0,8/18/2014,2343,8/18/2014,1,SAMPLE,KU0007,6/1/2014,SAV,REQ
746,KU0148,0,7/1/2014,2343,7/1/2014,1,SAMPLE,KU0007,6/1/2014,SAV,REQ
752,KU0020,0,3/11/2014,2343,3/12/2014,1,CSTEVENSON,KU0020,6/1/2014,SUB,REQ
755,KU0039,0,2/10/2014,2392,2/12/2014,1,SQUILLIGAN,KU0039,6/1/2014,SUB,REQ
760,KU0044,0,1/17/2014,2392,1/23/2014,1,DREESE,KU0044,6/1/2014,SUB,REQ
761,KU0044,0,5/13/2014,2343,5/16/2014,1,DREESE,KU0044,6/1/2014,SUB,REQ
508,KNG004,0,7/28/2012,161022,8/10/2012,1,SAMPLE,KU0007,3/14/2014,SAV,REQ
526,KR0085,0,1/1/2014,220244,3/31/2014,1,SAMPLE,KU0007,4/30/2014,SAV,REQ
527,KR0086,0,2/1/2014,220437,2/28/2014,1,SAMPLE,KU0007,4/30/2014,SAV,REQ
531,KNG001,0,9/27/2013,161050,10/6/2013,1,SAMPLE,KU0007,5/14/2014,SAV,REQ
532,KNG001,0,3/13/2013,161050,3/14/2013,1,SAMPLE,KU0007,5/14/2014,SAV,REQ
533,KNG001,0,8/9/2013,161022,8/23/2013,1,SAMPLE,KU0007,5/14/2014,SAV,REQ
534,KNG001,0,5/6/2013,161022,5/10/2013,1,SAMPLE,KU0007,5/14/2014,SAV,REQ
536,KNG003,0,7/1/2013,161022,7/19/2013,1,SAMPLE,KU0007,5/14/2014,SAV,REQ
537,KNG003,0,12/20/2013,161022,1/3/2014,1,SAMPLE,KU0007,5/14/2014,SAV,REQ
538,KNG003,0,4/15/2013,161050,4/21/2013,1,SAMPLE,KU0007,5/14/2014,SAV,REQ
546,KU0020,0,10/6/2014,2392,10/8/2014,1,CSTEVENSON,KU0020,5/22/2014,SUB,REQ
547,KU0046,0,8/11/2014,2392,8/12/2014,1,RCHANNING,KU0046,5/23/2014,SUB,REQ
552,KU0046,0,7/29/2014,2343,7/29/2014,1,RCHANNING,KU0046,5/26/2014,SUB,REQ
556,K0W203,0,1/10/2014,2392,1/13/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
564,K0W236,0,1/6/2014,2439,1/20/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
577,K0W201,0,3/18/2014,2343,3/18/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
579,K0W203,0,3/24/2014,2392,3/25/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
581,K0W204,0,3/17/2014,2344,3/17/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
582,K0W205,0,3/10/2014,2343,3/10/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
585,K0W232,0,3/10/2014,2342,3/14/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
587,K0W235,0,3/3/2014,2392,3/6/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
589,K0W238,0,3/27/2014,2343,3/31/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
593,K0W206,0,4/22/2014,2343,4/25/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
594,K0W207,0,4/28/2014,2392,4/30/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
598,K0W234,0,4/22/2014,2343,4/22/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
606,K0W233,0,5/12/2014,2344,5/12/2014,1,SAMPLE,KU0007,5/28/2014,SAV,REQ
608,K0W235,1,5/5/2014,2392,5/14/2014,1,SAMPLE,KU0007,5/29/2014,SAV,REQ
612,K0W231,0,6/23/2014,2343,6/23/2014,2,SAMPLE,KU0007,5/29/2014,SAV,REQ
614,K0W202,0,7/8/2014,2343,7/9/2014,1,HAM_K0W202,K0W202,5/29/2014,SUB,REQ
620,K0W206,0,8/4/2014,2392,8/11/2014,2,HAM_K0W201,K0W201,5/29/2014,APV,REQ
624,K0W233,0,7/7/2014,2343,7/8/2014,2,HAM_K0W231,K0W231,5/29/2014,APV,REQ
629,K0W235,0,8/25/2014,2343,8/27/2014,2,HAM_K0W231,K0W231,5/29/2014,APV,REQ
665,KU0079,0,3/24/2014,2343,3/24/2014,1,RPARKER,KU0079,5/30/2014,SUB,REQ
672,KU0132,0,5/13/2014,2392,5/20/2014,1,MKNIGHT,KU0132,5/30/2014,SUB,REQ
681,KU0137,0,4/22/2014,2392,4/29/2014,1,JLIVINGSTONE,KU0137,5/30/2014,SUB,REQ
697,KU0149,0,3/10/2014,2343,3/12/2014,1,CCALDER,KU0149,5/30/2014,SUB,REQ
694,KU0149,0,1/8/2014,2343,1/9/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
706,KU0130,0,4/21/2014,2344,4/22/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
682,KU0137,0,5/6/2014,2392,5/12/2014,2,CSTEVENSON,KU0020,5/30/2014,APV,REQ
716,K0G002,0,6/1/2014,2392,7/15/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
717,K0G002,0,7/16/2014,2343,8/12/2014,1,SAMPLE,KU0007,5/30/2014,SAV,REQ
762,KU0044,0,6/11/2014,2343,6/12/2014,1,DREESE,KU0044,6/1/2014,SUB,REQ
763,KU0059,0,1/7/2014,2343,1/10/2014,1,VZINN,KU0059,6/1/2014,SUB,REQ
764,KU0059,0,2/13/2014,2392,2/19/2014,1,VZINN,KU0059,6/1/2014,SUB,REQ
766,KU0059,0,5/19/2014,2392,5/23/2014,1,VZINN,KU0059,6/1/2014,SUB,REQ
776,KU0039,0,8/4/2014,2392,8/5/2014,1,SQUILLIGAN,KU0039,6/1/2014,SUB,REQ
777,KU0039,0,8/30/2014,2343,9/1/2014,1,SQUILLIGAN,KU0039,6/1/2014,SUB,REQ
778,KU0039,0,10/6/2014,2392,10/6/2014,1,SQUILLIGAN,KU0039,6/1/2014,SUB,REQ
768,KU0076,0,2/18/2014,2343,2/18/2014,2,RCHANNING,KU0046,6/1/2014,APV,REQ
769,KU0076,0,3/11/2014,2342,3/18/2014,2,RCHANNING,KU0046,6/1/2014,APV,REQ
765,KU0059,0,3/11/2014,2343,3/11/2014,2,RCHANNING,KU0046,6/1/2014,APV,REQ
766,KU0059,0,5/19/2014,2392,5/23/2014,2,RCHANNING,KU0046,6/2/2014,APV,REQ
759,KU0039,0,6/16/2014,2343,6/18/2014,2,RCHANNING,KU0046,6/2/2014,APV,REQ
770,KU0076,0,6/16/2014,2392,6/17/2014,2,RCHANNING,KU0046,6/2/2014,APV,REQ
782,KU0137,0,7/30/2014,2392,7/31/2014,1,JLIVINGSTONE,KU0137,6/2/2014,SUB,REQ
783,KU0145,0,7/30/2014,2392,7/31/2014,1,JBACKUS,KU0145,6/2/2014,SUB,REQ
784,KU0147,0,7/28/2014,2392,7/31/2014,1,KBALINGER,KU0147,6/2/2014,SUB,REQ
775,KU0102,0,8/26/2014,2392,9/8/2014,2,RCHANNING,KU0046,6/2/2014,APV,REQ
780,KU0044,0,10/20/2014,2392,10/21/2014,2,RCHANNING,KU0046,6/2/2014,APV,REQ
778,KU0039,0,10/6/2014,2392,10/6/2014,2,RCHANNING,KU0046,6/2/2014,APV,REQ
790,KU0079,0,8/4/2014,2392,8/6/2014,1,SAMPLE,KU0007,6/2/2014,SAV,REQ
791,KU0016,0,8/11/2014,2343,8/12/2014,1,SAMPLE,KU0007,6/2/2014,SAV,REQ
792,KU0135,0,9/22/2014,2343,9/22/2014,1,SAMPLE,KU0007,6/2/2014,APV,REQ
793,KU0134,0,10/20/2014,2392,10/24/2014,2,CSTEVENSON,KU0020,6/2/2014,APV,REQ
794,KNG002,0,2/18/2014,161050,2/20/2014,1,SAMPLE,KU0007,7/10/2014,SAV,REQ
795,KNG005,0,3/24/2014,161036,3/28/2014,1,SAMPLE,KU0007,7/10/2014,SAV,REQ
1313,KU0020,0,9/8/2015,2392,9/11/2015,1,SALES,KU0007,9/2/2015,SAV,REQ
1312,KU0020,0,9/28/2015,2343,9/28/2015,1,SALES,KU0007,9/2/2015,SAV,REQ
1341,KWG031,0,11/9/2015,40597,11/18/2015,1,SAMPLE,KU0007,11/11/2015,SUB,REQ
1342,KWG033,0,10/12/2015,40596,10/16/2015,1,SAMPLE,KU0007,11/11/2015,SUB,REQ
1343,KWG101,0,10/26/2015,40596,10/30/2015,1,SAMPLE,KU0007,11/11/2015,SUB,REQ
1344,KWG102,0,10/5/2015,40596,10/6/2015,1,SAMPLE,KU0007,11/11/2015,SUB,REQ
1345,KWG101,0,11/2/2015,40597,11/27/2015,1,SAMPLE,KU0007,11/11/2015,SUB,REQ
1346,KWG103,0,10/28/2015,40596,11/6/2015,1,SAMPLE,KU0007,11/11/2015,SUB,REQ
1378,KU0200,0,12/21/2015,25906,12/24/2015,2,SAMPLE,KU0007,1/19/2016,SAV,REQ
1485,K1GND001,0,4/1/2016,180565,4/8/2016,1,SAMPLE,KU0007,3/3/2016,SAV,REQ
1486,K1GND001,0,4/12/2016,180514,4/13/2016,1,SAMPLE,KU0007,3/3/2016,SAV,REQ
1487,K1GND001,0,4/22/2016,180512,4/22/2016,1,SAMPLE,KU0007,3/3/2016,SAV,REQ
1490,KU0044,0,9/1/2014,2439,9/8/2014,1,DREESE,KU0044,3/7/2016,SUB,REQ
1497,KU0509,0,3/7/2016,2392,3/11/2016,1,SALES,KU0007,3/7/2016,SAV,REQ
1499,KU0506,0,3/4/2016,2343,3/4/2016,1,SALES,KU0007,3/7/2016,SAV,REQ
1519,K1GAZ001,0,2/26/2016,180514,3/9/2016,1,SAMPLE,KU0007,3/8/2016,SAV,REQ
1533,KU0175,0,1/1/2016,2343,1/1/2016,1,SAMPLE,KU0007,3/10/2016,APV,REQ
1545,KU0171,0,6/11/2016,2343,6/11/2016,1,SAMPLE,KU0007,3/10/2016,APV,REQ
1551,KU0141,0,2/29/2016,2392,2/29/2016,1,SAMPLE,KU0007,3/10/2016,APV,REQ
1559,KU0174,0,3/31/2016,2392,3/31/2016,1,SAMPLE,KU0007,3/10/2016,APV,REQ
1563,KA0004,0,4/1/2016,81175,4/15/2016,1,SAMPLE,KU0007,5/6/2016,SAV,REQ
1565,KA0009,0,5/1/2016,81175,5/20/2016,1,SAMPLE,KU0007,5/6/2016,SAV,REQ
1566,KU0171,0,8/22/2016,2343,8/22/2016,1,SAMPLE,KU0007,5/16/2016,APV,REQ
1567,KU0103,0,8/12/2016,2343,8/12/2016,1,SAMPLE,KU0007,5/16/2016,APV,REQ
1571,KU0141,0,9/19/2016,2392,9/19/2016,1,SAMPLE,KU0007,5/17/2016,APV,REQ
1572,KU0173,0,8/1/2016,2343,8/1/2016,1,SAMPLE,KU0007,5/17/2016,APV,REQ
1573,KU0176,0,8/26/2016,2343,8/26/2016,1,SAMPLE,KU0007,5/17/2016,APV,REQ
1576,KU0174,0,8/17/2016,2343,8/17/2016,1,SAMPLE,KU0007,5/17/2016,APV,REQ
1577,KU0314,0,8/22/2016,2392,8/22/2016,1,SAMPLE,KU0007,5/17/2016,APV,REQ
1578,KU0175,0,9/30/2016,2392,9/30/2016,1,SAMPLE,KU0007,5/17/2016,APV,REQ
1579,KY0002,0,1/25/2016,70412,1/27/2016,1,SAMPLE,KU0007,5/19/2016,SAV,REQ
1581,KY0002,0,2/8/2016,70404,2/21/2016,1,SAMPLE,KU0007,5/19/2016,SAV,REQ
1582,KY0003,0,1/11/2016,70412,1/17/2016,1,SAMPLE,KU0007,5/19/2016,SAV,REQ
1583,KY0003,0,5/23/2016,70573,5/25/2016,1,SAMPLE,KU0007,5/19/2016,SAV,REQ
1584,KY0003,0,2/8/2016,70390,2/14/2016,1,SAMPLE,KU0007,5/19/2016,SAV,REQ
1592,KU0509,0,5/31/2016,2392,5/31/2016,1,SAMPLE,KU0007,5/30/2016,SAV,REQ
1594,KU0506,0,5/6/2016,2392,5/9/2016,1,SAMPLE,KU0007,5/30/2016,SAV,REQ
1595,KU0511,0,5/9/2016,2392,5/9/2016,1,SAMPLE,KU0007,5/30/2016,SAV,REQ
1602,KR0002,0,1/25/2016,220245,1/27/2016,1,SAMPLE,KU0007,6/3/2016,SAV,REQ
1603,KR0002,0,2/8/2016,220250,2/21/2016,1,SAMPLE,KU0007,6/3/2016,SAV,REQ
1606,KR0003,0,2/2/2016,220080,2/4/2016,1,SAMPLE,KU0007,6/3/2016,SAV,REQ
1611,KU0020,0,6/27/2016,2392,6/29/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1615,KU0020,0,8/22/2016,2344,8/22/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1617,KU0102,0,2/16/2016,2343,2/18/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1618,KU0102,0,3/21/2016,2392,3/23/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1620,KU0102,0,4/29/2016,2343,4/29/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1621,KU0102,0,7/4/2016,2344,7/4/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1624,KU0102,0,7/11/2016,2344,7/11/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1626,KU0102,0,9/29/2016,2392,9/29/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1628,KU0131,0,10/24/2016,2344,10/24/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1632,KU0131,0,8/18/2016,2392,8/18/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1633,KU0131,0,6/22/2016,2344,6/22/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1635,KU0076,0,1/6/2016,2344,1/6/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1638,KU0076,0,9/19/2016,2343,9/19/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1640,KU0076,0,9/26/2016,2344,9/26/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1641,KU0039,0,2/8/2016,2392,2/8/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1642,KU0039,0,2/17/2016,2343,2/17/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1643,KU0039,0,4/25/2016,2392,4/28/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1646,KU0039,0,11/17/2016,2392,11/18/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1648,KU0059,0,6/2/2016,2344,6/2/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1649,KU0059,0,9/22/2016,2392,9/23/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1652,KU0149,0,2/22/2016,2344,2/22/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1655,KU0130,0,1/5/2016,2344,1/5/2016,1,JPATTERSON,KU0131,6/4/2016,SUB,REQ
1656,KU0130,0,2/15/2016,2343,2/17/2016,1,JPATTERSON,KU0131,6/4/2016,SUB,REQ
1657,KU0130,0,3/28/2016,2392,3/30/2016,1,JPATTERSON,KU0131,6/4/2016,SUB,REQ
